"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst511633495;Brainmurk Creative: Help Me Exhibit at Street Festivals!;I need funding to print a stock of inventory and to purchase supplies to begin selling my art and photos in a street festival market.;3000;brainmurk-creative-help-me-exhibit-at-street-festi;;US;USD;1406435100;1406435100;1373000686;1404621018;3;0
kkst1138223550;Food Truck;I want to open a breakfast food truck. I need a kick start to open my own business and would welcome the help.;1000;food-truck-0;;US;USD;1406436621;1406436621;1401248371;1401252621;4;0
kkst987156350;Bring local food to more people with a delivery vehicle!;We're bringing local food from local farmers to chefs, restaurants, grocery stores, and more, but we need a better truck!;25000;bring-local-food-to-more-people-with-a-delivery-ve;;US;USD;1406437140;1406437140;1402169082;1403699626;244;0
kkst402292643;The Life We Love Album;Howdy Y'all! I'm really excited to be working on my new album called The Life We Love! It has 15 new songs I can't wait for you to hear;15000;the-life-we-love-album;;US;USD;1406437200;1406437214;1399732838;1401317993;3;0
kkst141369551;A Journey To Heal;Fine art prints and t-shirts created from linocut carvings inspired by my wife's journey with cancer.;700;a-journey-to-heal;;US;USD;1406437200;1406437215;1401495131;1402107063;32;1
kkst1889299005;Video Game Baby A to Z board book;An A to Z countdown picture book that aims to safely introduce children to the best video games has to offer.;8000;video-game-babys-a-to-z-board-book;;CA;CAD;1406439086;1406439086;1396667868;1403847086;21;0
kkst1943206547;Feature Film :Chinaman Wu Ping: Stranger out of Canton;To return a holy scroll, a warrior must test his Zero Stance against many violent fighters using various & distinct martial styles!;22250;feature-film-chinaman-wu-ping-stranger-out-of-cant;;US;USD;1406439351;1406439353;1389571875;1402983351;21;0
kkst1011339921;INVISIBLE BARN;Invisible Barn loses its man-made architectural presence in nature but adds novel experience and interaction to the users.;10000;invisible-barn;;US;USD;1406440154;1406440154;1403831338;1403848154;10;0
kkst871552213;OCO: The World's First CO2 meter for Aquariums;OCO is a must-have for any serious aquarium enthusiast who use CO2 in their aquariums.  OCO directly measures CO2 quickly and reliably.;10000;oco-the-worlds-first-co2-meter-for-aquariums;;CA;CAD;1406440514;1406440514;1402959099;1403848514;88;1
kkst1801677776;LOTH Hoodies and Cloaks;A hoodie with a long cloak hood! Perfect for Sci-Fi and Fantasy fans! NOW available in 5 colors and INTRODUCING our LOTH Cloaks!!!;10000;loth-hoodies-and-cloaks;;US;USD;1406440740;1406440743;1403810154;1404761012;175;1
kkst679413025;Shot Down South;We're a bunch of guys with a dream. We believe with our heart and soul that we were put on this earth to inspire others through music!;3000;shot-down-south;;US;USD;1406443086;1406443086;1403068447;1403851086;4;0
kkst824642703;Fartin' Martin: the Incredible Gas Cannon;Being digestively challenged has left Martin mostly alone to bathe  in his own aromas. The school bully finally pushes Martin too far.;10000;fartin-martin-the-incredible-gas-cannon;;US;USD;1406443386;1406443387;1401419930;1403851386;23;0
kkst466039102;Swim-time Cover-up;Simple swim-time solution !;1000;swim-time-cover-up;;US;USD;1406444400;1406444411;1398884115;1403674457;10;0
kkst1730329581;Hidden Life of the Harajuku;A photographic expedition to shoot the concealed Japanese generation supporting the Harajuku culture;3000;hidden-life-of-the-harajuku;;AU;AUD;1406446000;1406446000;1399878815;1402990000;1;0
kkst812791634;Through Him First Designs (Poly Movement Inspired);Help me take my art to the next level.  With your help, I will be able to start printing t-shirts and buy more supplies!;1500;through-him-first-designs-poly-movement-inspired;;US;USD;1406447539;1406447539;1402031123;1403855539;45;1
kkst373191564;The Toy Box;The Toy Box - Bringing a long-forgotten Toy Company back to life and loved again;3000;the-toy-box;;GB;GBP;1406451530;1406451533;1401304356;1403859530;14;0
kkst1144983884;MicroNFCBoard - Easy NFC for the Internet of Things;The world's first integrated and open-source solution to use NFC in Python and create autonomous NFC devices with an ARM micro!;20000;micronfcboard-easy-nfc-for-the-internet-of-things;;GB;GBP;1406451600;1406451615;1391556991;1404222131;212;0
kkst1626843807;The Wild Wild Pixel;An expansive point and click adventure game about Jacques, an unwilling resident of a mysterious valley that won't let him go.;45000;the-wild-wild-pixel;;US;USD;1406453776;1406453779;1401068689;1403861776;152;0
kkst900714656;21 Candles : a CD recording to celebrate and endure.;A special, commemorative, professionally recorded CD of classical songs and music to celebrate life, and remember. Made with love.;6000;21-candles-a-cd-recording-to-celebrate-and-endure;;GB;GBP;1406454420;1406454420;1389116316;1404662706;9;0
kkst1017729927;The Custodian;My End of Times is a pre-apocalyptic story that goes back to the dark middle ages and ends in the future. Is it the irreversible truth?;15000;the-custodian;;NL;EUR;1406455877;1406455879;1400685561;1401271877;0;0
kkst642909345;You and I;In 1940, Maggie, with little word from Henry, must contribute to the war effort with only the cherished memories of her fiance.;1000;you-and-i;;GB;GBP;1406458800;1406458811;1403740389;1403801638;7;0
kkst624809956;Kai Alistair Coffee;A new approach to flavored coffee.;8000;kai-alistair-coffee;;US;USD;1406465532;1406465532;1403311898;1403873532;26;0
kkst156027489;Kid's Eye View: Travel, Culture, Adventure - Family Style;We want to make a travel show for families, from families that explores this great big world we all share. Jump in with us!;17270;kids-eye-view-travel-culture-adventure-family-styl;;US;USD;1406465590;1406465590;1398480532;1403873590;23;0
kkst1418860708;A Walk In My Shoes Book Project;A Walk In My Shoes is the re-release my first poetic muse A New Pair of Shoes. It is filled with beautiful inspiring poetry.;1500;a-walk-in-my-shoes-book-project;;US;USD;1406466102;1406466103;1398629404;1403874102;3;0
kkst504732009;Mi Temp;100% accurate weather app that gives you exact temperatures from your exact location. Simply click scan to get Mi Temp.;6000;mi-temp;;US;USD;1406467852;1406467854;1403561093;1403875852;8;0
kkst342998947;The Visor: Stealth Hoodie-Face Guard Hood with Clear Vision;The Visor: Stealth Mode, Unimpeded Peripheral Vision, Unblocked Hearing, Zip Pockets and Wire Routing. Ultra Quality Tech Hoodie.;15000;the-visor-stealth-hoodie-face-guard-hood-with-clea;;US;USD;1406469290;1406469290;1397618438;1403013290;344;1
kkst1085391207;Buffer: Edinburgh Fringe 2014;Ambitious, Edinburgh-based company, Thrive Theatre, are bringing their brand new comedy BUFFER to the 2014 Edinburgh Fringe!;550;buffer-edinburgh-fringe-2014;;GB;GBP;1406470645;1406470645;1403870001;1403878645;27;1
kkst2030699829;Entertainment Local;play music. This money will cover startup costs as well as personal costs to achieve this.  Branon Pitzen music on FACEBOOK.;5000;entertainment-local;;US;USD;1406472520;1406472520;1405273701;1405608520;3;0
kkst826806887;Aura Optics - Custom Vision for Action Sports;High performance. Superior fit. Extraordinary breathability. And quick change options all customized for your own style.;8000;aura-optics-custom-vision-for-action-sports;;US;USD;1406472708;1406472711;1396365068;1403880708;236;1
kkst2133977165;Emily Cargill and Dancers tours Rock City and The Big Apple;Emily Cargill and Dancers is embarking on our first East Coast   tour - Atlanta, Detroit and the Big Apple!;5007;emily-cargill-and-dancers-tours-rock-city-and-the;;US;USD;1406472750;1406472750;1400521993;1404312750;123;1
kkst246727163;I told you so!;"\"A T-Shirt and a Mug for all those occasions when you want to say  I TOLD YOU SO!  but no longer have the energy.\"";500;i-told-you-so;;GB;GBP;1406473250;1406473250;1403852536;1403881250;0;0
kkst704049818;Titanium Whiskey Glass - The EPIC Drinking Glass;Want an EPIC drinking glass? How about Titanium, Copper, Brass, or Aluminum?  Your best whiskey deserves the best glass!;999;titanium-whiskey-glass-the-epic-drinking-glass;;US;USD;1406474646;1406474646;1403124619;1403882646;75;1
kkst150774886;Social behavior in technical communities;Study the behaviour of technical communities by tracking their movement  through wearables;4000;social-behavior-in-technical-communities;;US;USD;1406474820;1406474821;1403882850;1403902060;5;0
kkst1093986164;The Amazing Superluver Project: Season 1;The Amazing Superluver Project is a buddy-action-comedy series following the exploits of Superluver and his sidekick Boytoy.;20000;the-amazing-superluver-project-season-1;;US;USD;1406475074;1406475074;1373127689;1403623874;2;0
kkst409700466;The Cosplay Appreciation Project (Canceled);A tribute to the people who make conventions the most enjoyable.;7000;the-cosplay-appreciation-project;;US;USD;1406476358;1404344787;1397284480;1403884358;1;0
kkst2120307867;Undetermined Destiny, The Dark Way Down;Dark Way Down is the first series of a new puzzle/story based game that allows the user to choose the destiny and outcome of the story.;5000;undetermined-destiny-the-dark-way-down;;US;USD;1406476518;1406476518;1403794535;1403884518;19;0
kkst1884515732;Jessie's Southern Comforts Food Truck;Bringing Organic Southern Favorites to a farmers market near you!;6000;jessies-southern-comforts-food-truck;;US;USD;1406478079;1406478079;1400554705;1401294079;6;0
kkst1554717442;Wonders of Virginia;Virginia is a state with awesome landscapes. This project will show how beautiful Virginia is.;15000;wonders-of-virginia;;US;USD;1406478583;1406478611;1400627217;1401294583;4;0
kkst904170188;Finishing Brian's Dream.;My fellow disabled vet and I were working on this before he was killed.  I need help finishing it to honor him and our work.;1500;finishing-brians-dream;;US;USD;1406478602;1406478611;1402459117;1403886602;14;0
kkst1494024533;Tabula;Tabula is a wooden board game, designed to be its own box, and a beautiful aesthetic addition to the home.;10000;tabula-the-game;;US;USD;1406478965;1406478965;1401674392;1403886965;182;1
kkst1345229861;Scuba Snorkel - U.B.A. Underwater Breathing Apparatus.;A floating snorkel that stretches out allowing the swimmer to dive deeper and still have fresh air!;1250;scuba-snorkel-uba-underwater-breathing-apparatus;;US;USD;1406479311;1406479311;1403310290;1403887311;7;0
kkst1097886200;"\"Fresno State Rapper, TURK's 2nd Album,  Strength to Stand";"\"With his 1st album being accepted onto Pandora Radio, TURK is looking to follow up with his next album,  Strength to Stand .\"";6700;turks-2nd-album-strength-to-stand;;US;USD;1406480731;1406480731;1400984724;1401296731;6;0
kkst820427015;SafeMaps - Getting you to your destination safely;Keeps you safe while traveling by showing you the safest route & automagically notifying your friends if something is wrong.;6000;safemaps-getting-you-to-your-destination-safely;;GB;GBP;1406481196;1406481196;1392330888;1403889196;5;0
kkst994567771;Wild Alaskan Adventure by Steven Davis Photography;Support me in my trip to Alaska to photograph grizzly bears, puffins, bald eagles, & more. In return get a limited edition print!;5500;wild-alaskan-adventure-by-steven-davis-photography;;US;USD;1406481654;1406481655;1399609229;1401297654;32;0
kkst1855064443;Morse'ls Chocolate Bites;Help us establish our online presence and take our chocolate covered Oreos to the next level of perfection.;1500;morsels-chocolate-bites;;US;USD;1406482854;1406482854;1404403052;1404754854;1;0
kkst1079740819;Morrison Land;This is a true story about a boy who was told that his father was Jim Morrison from the Doors. The project needs to pay the writers;250000;morrison-land;;US;USD;1406482955;1406482957;1377817896;1401298955;6;0
kkst1335493110;"Starseed: Earth School  The Movie!\"";"\"I have a bunch of  You're Rich Forever passes! WHO WANTS ONE?! :D CHECK OUT MY VISION!! LETS OUT BOX OFFICE AVATAR AND STAR WARS!!\"";2e+06;starseed-earthschool-the-movie;;US;USD;1406483588;1406483588;1403782296;1403891588;1;0
kkst1862710324;Chicky's Brandy and Stool Poetry Emporium;Stools. Brandy. Poetry. Quirky. Bohemian. Portland of the East? (No not Maine.) Burlington. Brandy and Stool Poetry Emporium.;1e+05;chickys-brandy-and-stool-poetry-emporium;;US;USD;1406483588;1406483588;1401311244;1403891588;8;0
kkst687580143;Corazon Kitchen and Farm's Canning and Preservation Space;A canning and preserving kitchen to host classes, package and preserve food for sale at market, and host community dinners.;10000;corazon-kitchen-and-farm;;US;USD;1406484022;1406484287;1403211247;1403892022;64;1
kkst1911825193;"The International Bikini Model Search  Reality TV Show\"";Travel with us across the globe as we search for the world's most beautiful bikini models! FIRST STOP:CANCUN,MEXICO WITH 200 FINALISTS!;125000;the-international-bikini-model-search-reality-tv-s;;US;USD;1406484468;1406484469;1397151117;1403028468;25;0
kkst1925537546;A Cutt Above: A Stripper Memoir;Finally! A stripper memoir about more than naked women.;15000;a-cutt-above-a-stripper-memoir;;US;USD;1406484481;1406484481;1402429353;1402596481;70;0
kkst1919337034;wolf_games youtube channel;I want to start my own youtube channel to review and play different games but i need a proper pc to record/play the games on.;1000;wolf-games-youtube-channel;;NL;EUR;1406484858;1406484858;1403638212;1403892858;0;0
kkst2060387599;Bicycle Bacon Lovers Playing Cards;What's that smell? That is the sweet sweet smell of the Bicycle Bacon Lovers Playing card from Collectable Playing Cards;7500;bicycle-bacon-lovers-playing-cards;;US;USD;1406485046;1406485049;1402857577;1403461046;243;0
kkst940970410;Coin Jar;Coin Jar Application;10000;coin-jar;;US;USD;1406485085;1406485085;1403889872;1403893085;2;0
kkst603492007;Hookie Do: Hook Your Hair Extensions In Minutes, Not hours!;The Hookie Do doesn't require any needles or glue to install hair extensions! Just hook! Finish in about 30 minutes!;17000;hookie-do-hook-your-hair-extensions-in-minutes-not;;US;USD;1406485195;1406485195;1402012866;1403893195;1001;1
kkst631532083;Resurrection - The Ultimate Zombie Survival Game;Resurrection is a new take on the zombie classic.;160000;resurrection-the-ultimate-zombie-survival-game;;US;USD;1406486844;1406486844;1401200956;1403894844;2;0
kkst1501873519;Score Selector;Score Selector is a sports prediction game, created for sports fans. Think you know your sports? Prove it and play Score Selector;1200;score-selector;;GB;GBP;1406487600;1406487612;1404828238;1404924497;2;0
kkst237703287;Zombicide: Season 3;The world's best zombie boardgame is back with new zombies, new survivors, new mechanics, new weapons, and even PvP rules!;1e+05;zombicide-season-3;;US;USD;1406487600;1406487612;1403019370;1404068428;12011;1
kkst1817479994;BIBLIOTHECA;The Biblical Literature designed & crafted for reading, separated into four elegant volumes, and free of all numbers, notes, etc.;37000;bibliotheca;;US;USD;1406489798;1406489799;1400691905;1403897798;14884;1
kkst1580668276;TerraTech – physics-based vehicle construction & combat;Design and build vehicles out of modular blocks. Fight enemies, discover new parts and corporations, and harvest natural resources.;35000;terratech-physics-based-vehicle-construction-and-c;;GB;GBP;1406491200;1406491211;1402501550;1403542828;1652;1
kkst2131644891;Wedding Photographer;CAPTURE A MEMORY THAT YOU CAN HAVE FOREVER;5000;wedding-photographer;;US;USD;1406491812;1406491812;1403718860;1403899812;2;0
kkst1808014776;The Best is Yet to Come (Canceled);More To Come.;1500;the-best-is-yet-to-come;;US;USD;1406492131;1406059904;1403718690;1403900131;0;0
kkst1992367191;Music Video;Take the song Elements by Lindsey Stirling, Hula Hoping, Dancing on water and set in in NYC and what do you get. one Sweet music video.;3608;music-video-4;;US;USD;1406492567;1406492567;1404236350;1405369367;2;0
kkst794819581;A Dragon's Treasure;A place where one can release their inner child, and find freedom once more in the realm of fantasy.;95000;a-dragons-treasure;;US;USD;1406493038;1406493038;1400002231;1401309072;2;0
kkst713288133;Imaginality on Mobiles & More: Bring Learning to LIFE w/ AR;Imaginality brings learning to life using Augmented Reality. It's already great on PCs. Help us get it running on Mobile Devices & Macs;120000;imaginality-on-mobiles-and-more-bring-learning-to;;NZ;NZD;1406493524;1406493524;1403807173;1403815124;23;0
kkst156444974;Snow Cone Summer;Its hot outside! we want to cool the community off with free snowcones and ice cream once a week. videos will be posted via youtube.com;100;snow-cone-summer;;US;USD;1406494685;1406494685;1404754926;1404766685;2;0
kkst177434374;BETHNALS LTD – The London Uniform;Bethnals: Quality Unisex Jeans. True Londoners blurring the boundaries between men and women’s denim. The perfect fit in one jean.;10000;bethnals-ltd-the-london-uniform;;GB;GBP;1406494800;1406494811;1399482508;1403165851;157;1
kkst1451037157;Jessie-May's Photography;I am hoping to start up my own photography business, within this I need to be able to buy equipment to be successful in this plan.;500;jessie-mays-photography;;GB;GBP;1406495825;1406495825;1403807102;1403903825;1;0
kkst1748884586;Battle for Hill 218 and Sector 219;Help us reprint this classic game and publish its sci-fi sequel!;3000;battle-for-hill-218-and-sector-219;;US;USD;1406496531;1406496531;1359560910;1404768531;790;1
kkst1580628765;Magnetool: First Ever Magnetized Bike Tool;Magnetool is a versatile magnet accessory. Stay safe, stay organized, and let magnets do all the work!;500;magnetool-let-magnets-do-all-the-work;;CA;CAD;1406496730;1406496730;1404332144;1404855130;16;1
kkst1689422973;Yanks Go Yard Radio (Canceled);We are Yanks Go Yard. We currently have a website covering all things New York Yankees and average over 120,000 page views per month.;2500;yanks-go-yard-radio;;US;USD;1406497655;1405456648;1403115873;1403905655;1;0
kkst1566472836;INTO INDIGO: The Mythic Landscape of the Contemporary Arctic;A photographic project exploring profound human connection to the mythic winter landscape of Baffin Island in the Canadian Arctic.;10000;into-indigo-the-mythic-landscape-of-the-contempora;;US;USD;1406498340;1406498340;1401899193;1404739532;87;1
kkst1214884080;Portrait: a short film by Melissa-Kelly Franklin;A short period film by Melissa-Kelly Franklin, inspired by artist, poet & Pre-Raphaelite muse Lizzie Siddal | 15min | UK | 2015;3000;portrait-a-short-film-by-melissa-kelly-franklin;;GB;GBP;1406498400;1406498411;1404249313;1404287930;56;1
kkst1728591273;American Cityscapes (Canceled);I will travel to YOU & create a classy, sophisticated Cityscape of your hometown that you can keep.;120000;american-cityscapes;;US;USD;1406498795;1402773945;1399604318;1401401195;0;0
kkst902985407;Hamford Little Explorers Nursery & Education Centre;Bringing our local community new technologies for all ages, within our new nursery and education centre whilst supporting extra needs.;50000;hamford-little-explorers-nursery-and-education-cen;;GB;GBP;1406498799;1404747991;1403378464;1403906799;0;0
kkst2077691817;Julia & Roh Mi Oh, A Feature Film;The timeless tale of Romeo and Juliet is played out in the cloak and dagger world of cold war politics between North Korea and the USA;25000;julia-and-roh-mi-oh-a-feature-film;;US;USD;1406499336;1406499337;1403896996;1403907336;5;0
kkst1701817836;Kickstarting Parenthood: Short stories of parent journeys;The crazy secrets of what parents really go through -  help parents-to-be really understand the things that never get spoken about!;50000;kickstarting-parenthood-short-stories-of-parent-jo;;AU;AUD;1406500389;1406500389;1399951523;1402612389;15;0
kkst104717305;Dick Starr Prototype with Twitch.tv Integration;"\"Dick Starr Conquers Mars is a retro-arcade style game designed for Twitch broadcasters which allows users to  crowdplay  via chat.\"";100;dick-starr-prototype-with-twitchtv-integration;;US;USD;1406501175;1406501175;1403654677;1403909175;32;1
kkst2120966086;Lewis Wood Creations;I'm looking to design and build furniture and home goods from natural materials.  I need startup capital for wood, hardware, etc.;20000;lewis-wood-creations;;US;USD;1406501286;1406501287;1403572928;1403909286;4;0
kkst1105160938;Turn pollution to fuel! Help us build a sustainable future;Our goal is to combat global warming by converting CO2 in to a carbon neutral renewable fuel source that is good for our planet;1e+05;a-sustainable-future-for-our-kids-turn-pollution-t;;AU;AUD;1406501587;1406501588;1385537040;1403477587;24;0
kkst2143757211;Justine Cullen Jewellery Presents Phoenix Rising;Justine Cullen's Phoenix Collection is taking flight here on Kick Starter. Inspiring jewellery & imagination of limitless proportion.;16000;justine-cullen-jewellery-presents-phoenix-rising;;GB;GBP;1406501940;1406501941;1399644573;1403606119;87;0
kkst1374625745;DWEL (Dark with Extra Light) (Canceled);The Enlightening Platformer - Play the Demo http://ecl.xyz;3500;dark-with-extra-light-dwel;;GB;GBP;1406501940;1406122529;1401113217;1402680286;0;0
kkst1803477642;Jestia and Raedon;Jestia and Raedon is a brand new romantic comedy play going to the Edinburgh Fringe Festival this summer.;1000;jestia-and-raedon;;GB;GBP;1406502000;1406502013;1405370859;1405583108;26;1
kkst703111583;BookBrawl.com;We're a networking site whose mission is to save college students money by organizing the way in which they find their textbooks.;5000;bookbrawlcom;;US;USD;1406502000;1406502014;1401509090;1403341148;10;0
kkst2090232358;The Watersong: The orchestrated CD sessions!;"\"We are orchestrating and recording a CD for the musical  The Watersong . (Think Wicked meets Godspell";"with a dash of Julie Andrews.)\"";5000;the-watersong-the-orchestrated-cd-sessions;;US;USD;1406502214;1406502214;1393895762;1403910214;43
kkst778732630;Publishing the Progress City Primer;A printed collection of Disney-related historical essays, and the first in a line of new Disney history publications.;1500;publishing-the-progress-city-primer;;US;USD;1406504645;1406504645;1401078828;1403912645;364;1
kkst1771646876;Oren L - BS|BS|BC;A return to hip hop for listeners... BS|BS|BC is a project inspired by the realities of life as both an artist and a man trying to grow;3000;oren-l-bs-bs-bc;;US;USD;1406504664;1406504711;1403154490;1403912664;38;0
kkst1695954694;And The Echo's first vinyl!;Help Morgan Pennington and Winn McElroy release their first And The Echo vinyl!;2000;and-the-echos-first-vinyl;;US;USD;1406505111;1406505111;1401392055;1404777111;60;1
kkst1681915761;The Survivors Book III: Winter;Help publish the third book in the international best-selling post-apocalyptic survival story, The Survivors!;500;the-survivors-book-iii-winter;;NZ;NZD;1406505600;1406505610;1403335039;1403849788;30;1
kkst1784400658;Recording My EP in Austin, TX;Hitting the studio this July to record a 4 song EP in Austin, Texas with producer/drummer Ken Tondre!!;1500;recording-my-ep-in-austin-tx;;US;USD;1406505786;1406505786;1404310496;1404777786;28;1
kkst1680504272;"Just the Guys  Web series\"";Lovable Slacker Louis gets into increasingly bizarre and complicated schemes, much to the chagrin of his friends, Gary and Phil;6000;just-the-guys-web-series;;US;USD;1406506847;1406506847;1364356556;1403914847;3;0
kkst1139062299;rawWood Shades Co: Affordable Wooden Sunglasses (Suspended);Wooden sunglasses are awesome. However, not everyone has $100+ for a cool pair of wooden shades. We're going to fix that.;3000;rawwood-shades-co-affordable-wooden-sunglasses;true;US;USD;1406507522;1404926845;1403665457;1404433922;377;0
kkst548673711;Porcine Brutality T-shirt;Porcine Brutality, the only difference is a costume and a badge.;899;porcine-brutality-t-shirt;;US;USD;1406508505;1406508505;1402735214;1403916505;4;0
kkst782433889;Peace Mas Boston 2014;Coming together in great numbers for Boston's 41st Annual Caribbean Carnival Parade to represent for PEACE.;5000;peace-mas-boston-2014;;US;USD;1406508900;1406508900;1374512948;1405126500;2;0
kkst50847829;Character Meeples for Tiny Epic Defenders;Meeple Source is back, with a Character Meeple set for Tiny Epic Defenders by Gamelyn Games - 15 Heroes and 8 Epic Foes!;4500;character-meeples-for-tiny-epic-defenders;;US;USD;1406509200;1406509211;1405010520;1405539977;818;1
kkst875995999;From Digital to Reality - CD Printing for Three Albums;I have recorded 3 solo blues/rock/surf albums of original music, but they're only digitally released - I want there to be real CD's!;1300;from-digital-to-reality-cd-printing-for-three-albu;;US;USD;1406509200;1406509211;1376427004;1404769538;26;0
kkst1263721240;My Knowledge Clothing Company;My knowledge clothing exists to encourage and inspire others to live and dream. We're asking you to help us achieve this.;2500;my-knowledge-clothing-company;;US;USD;1406509200;1406509211;1397956917;1403873406;53;1
kkst471024395;Detox Water: The Most Bio-Active Organic Aloe Water;The most bio-active aloe water. Guaranteed polysaccharide retention through a unique patented process. Healing hydration at its best.;20000;detox-water-the-most-bio-active-organic-aloe-water;;US;USD;1406511041;1406511041;1400608448;1403055041;291;1
kkst1334683663;Car Challenge 3D III;The makers of Car Challenge I and II on iOS, Play Store are bringing a new challenging Car Challenge 3!;13000;car-challenge-3d-iii-0;;AU;AUD;1406511607;1406511607;1405564865;1405647607;1;0
kkst1560161683;Support the Debut Release from SHANNON YOHAN;Hi, everyone. It's been a LONG time coming! I am ready to share my heart, my thoughts, my dream in the release of my DEBUT EP.;6000;support-the-debut-release-from-shannon-yohan;;US;USD;1406512800;1406512811;1391186212;1403565210;12;0
kkst2109687622;True Neutral Comic;"True Neutral is a new webcomic with a two-part story; tabletop players and their adventures in-game! www.trueneutralcomic.com for more!";6500;true-neutral-comic;;US;USD;1406512800;1406512811;1400285330;1403681232;31;0
kkst1912930443;MEN OF BRUTUS:  A Documentary;A portrait of the men who operated, and now preserve, the largest electric coal shovel in the world, Big Brutus.;18221;men-of-brutus-a-documentary;;US;USD;1406512800;1406512810;1366831561;1405027452;183;0
kkst1342271349;Jetsetter Playing Cards. Printed by USPCC.;A limited edition deck of playing cards inspired by airport signs that we all have driven by one day or another.;12000;jetsetter-playing-cards-printed-by-uspcc;;US;USD;1406512901;1406512902;1389236861;1403920901;108;0
kkst366968314;Dynasty Clique is getting on the radio;Dynasty Clique was given the opportunity to break onto the radio. The only thing that they lack ATM is funds for High End Studio time;1500;dynasty-clique-is-getting-on-the-radio;;US;USD;1406513407;1406513409;1403917380;1403921407;3;0
kkst1447009945;Pearlties- Earth's only living gem;Style your life with earth's only living gem. Eco-friendly flare for your ankle, wrist, and hair.;15000;pearlties-earths-only-living-gem;;US;USD;1406515927;1406515929;1400963129;1403664727;56;0
kkst2054101775;INTO OBLIVION --INDEPENDENT FEATURE FILM--;INTO OBLIVION is a feature that follows a man on his downward spiral through addiction, loss, and loneliness.;3500;into-oblivion-independent-feature-film;;US;USD;1406516400;1406516411;1403831805;1404064260;21;0
kkst1398027642;Champaign Paper;Hand-Drawn Greeting Cards & Custom Orders created by a local Columbus, OH artist! We strive to generate Earth-Friendly Products!;3000;champaign-paper;;US;USD;1406517316;1406517318;1404056925;1404702916;20;0
kkst1275954152;Boldfoot: Awesome socks re-igniting the USA-made movement;Awesome socks for men & women, proudly made in America. Comfort and quality you can count on (with free sock insurance just in case).;10000;boldfoot-awesome-socks-re-igniting-the-usa-made-mo;;US;USD;1406519940;1406519940;1385408673;1402317896;490;1
kkst1919751584;Can Rockaway Beer;We are a local microbrewery in Queens, New York. Help us put our hand-crafted beer into cans!;30000;can-rockaway-beer;;US;USD;1406519940;1406519940;1401309520;1403842568;385;0
kkst793846299;HENNEPIN - Modern Swiss and Automatic Watches by Padron;HENNEPIN is Padron's latest watch to fuse tradition and  craftsmanship with modern appeal and comes with Swiss and automatic movements;24000;hennepin-modern-swiss-and-automatic-watches-by-pad;;US;USD;1406520000;1406520012;1397076674;1402506075;306;1
kkst388524506;Get Ship To Shore Hot Buttered Rum for this holiday season!;Our handmade Ship To Shore Hot Buttered Rum batter combines wholesome ingredients and rich spices.  Start your   holiday tradition now!;10000;get-ship-to-shore-hot-buttered-rum-for-this-holida;;US;USD;1406523540;1406520129;1399704040;1403629255;54;0
kkst1720681405;Re-Creating My Art from AD&D Modules A1 & A2;Practically all of the original Dungeons & Dragons artwork that I did during my time at TSR Hobbies was destroyed. Let's bring it back!;2000;re-creating-my-art-from-adandd-modules-a1-and-a2;;US;USD;1406523540;1406523540;1403795121;1403960391;55;1
kkst753508823;Get Tanked The Drinking Game;Get Tanked is an easy to learn, fun, social drinking game that involves dice and cards.;5000;get-tanked-the-drinking-game;;US;USD;1406523600;1406523611;1404168772;1404422983;10;0
kkst41054676;Favorite Food Fridays;Favorite Food Fridays is a new web series coming soon and showing great family favorite recipes from my kitchen to yours.;1400;favorite-food-fridays;;US;USD;1406523884;1406523884;1403536419;1403931884;2;0
kkst235479802;Gentle Souls Music Video;Gentle Souls is a folky/pop song that is rapidly growing in popularity that we want to realize as a music video.;11250;gentle-souls-music-video;;GB;GBP;1406527252;1406527252;1403285153;1403935252;0;0
kkst2009058598;The Last Wind;Four childhood friends must re-kindle their friendship before it is too late.;2000;the-last-wind;;US;USD;1406527639;1406527639;1402879534;1403762839;7;0
kkst447665041;Plugable Pro8 Docking Station with Charging for Venue 8 Pro;Turn a $249 Dell Venue 8 Pro Tablet into a fully powered multiple-monitor workstation.;24000;plugable-pro8-docking-station-with-charging-for-ve;;US;USD;1406530740;1406530742;1402696333;1403715606;367;1
kkst1980590545;BloomSky: World's First Smart Weather Camera;5-in-1 weather station + HD camera that captures real-time weather data + sky image at your location. Next Generation Weather Network.;75000;bloomsky-snapshot-of-your-weather;;US;USD;1406531667;1406531711;1399629400;1403075667;762;1
kkst1917064702;Sherlock Holmes - A Scandal In Bohemia Graphic Novel;Petr Kopl's 'Scandal In Bohemia' was voted the #1 comic book in the Czech republic in 2013. We're translating his stunning artwork.;500;sherlock-holmes-a-scandal-in-bohemia-graphic-novel;;GB;GBP;1406539588;1406539589;1403199067;1403947588;147;1
kkst131530350;The Whittler;Whittle individual unique ornaments and art pieces. The opportunity to work on and develop whittling skills and creativity.;750;the-whittler;;GB;GBP;1406539660;1406539661;1403585968;1403947660;2;0
kkst807822449;Quick Shacks - Off-site custom design & on-site assembly!;Perfect for outdoor entertainment, the Quick Shack is a bar, pre-made and ready to assemble in your own back yard.;15000;quick-shacks-off-site-custom-design-and-on-site-as;;CA;CAD;1406541026;1406541026;1403941132;1403949026;0;0
